figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,symbol,OMML_or_LaTeX_label,plain_text_key,human_readable_name,units,definition,relevant_equation_ids,source_file/function,recommended_axis_label
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,r_i,r_i,r_i,R I,m,pore-bin radius,FF-07,results/equation_functional_form_audit/equation_registry.csv,R I [m]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,r_0,r_0,r_0,R 0,m,reference pore radius,FF-07,results/equation_functional_form_audit/equation_registry.csv,R 0 [m]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,sigma_loc,sigma_loc,sigma_loc,Sigma Loc,Pa,fast-law activation stress,,results/equation_functional_form_audit/equation_registry.csv,Sigma Loc [Pa]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,sigma_res,sigma_res,sigma_res,Sigma Res,normalized proxy,residual-stress state,,results/equation_functional_form_audit/equation_registry.csv,Sigma Res [normalized proxy]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_nuc,tau_nuc,tau_nuc,Tau Nuc,s,nucleation waiting time,,results/equation_functional_form_audit/equation_registry.csv,Tau Nuc [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_exchange,tau_exchange,tau_exchange,Tau Exchange,s,exchange time,,results/equation_functional_form_audit/equation_registry.csv,Tau Exchange [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_transport,tau_transport,tau_transport,Tau Transport,s,transport time,,results/equation_functional_form_audit/equation_registry.csv,Tau Transport [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_cycle,tau_cycle,tau_cycle,Tau Cycle,s,serial cycle time,,results/equation_functional_form_audit/equation_registry.csv,Tau Cycle [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,activity,activity,activity,Activity,1,renewal activity,FF-06,results/equation_functional_form_audit/equation_registry.csv,Activity [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,eta_geo,eta_geo,eta_geo,Eta Geo,1,connected-fine eligibility,,results/equation_functional_form_audit/equation_registry.csv,Eta Geo [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,eta_loc,eta_loc,eta_loc,Eta Loc,1,location eligibility,,results/equation_functional_form_audit/equation_registry.csv,Eta Loc [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,rho_dot,rho_dot,rho_dot,Densification rate,s^-1,density rate,,results/equation_functional_form_audit/equation_registry.csv,Densification rate [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,G_dot,G_dot,G_dot,Grain-growth rate,m s^-1 or local unit s^-1,grain-size rate,,results/equation_functional_form_audit/equation_registry.csv,Grain-growth rate [m s^-1 or local unit s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,E_G,E_G,E_G,E G,1,density gain/log grain growth,,results/equation_functional_form_audit/equation_registry.csv,E G [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,C_GBseg,C_GBseg,C_GBseg,C Gbseg,1,GB pore coverage,,results/equation_functional_form_audit/equation_registry.csv,C Gbseg [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,C_TJ,C_TJ,C_TJ,C Tj,1,TJ pore occupancy,,results/equation_functional_form_audit/equation_registry.csv,C Tj [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,f_clean_GB,f_clean_GB,f_clean_GB,F Clean Gb,1,clean boundary fraction,,results/equation_functional_form_audit/equation_registry.csv,F Clean Gb [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,X_J,X_J,X_J,X J,1,persistent junction state,,results/equation_functional_form_audit/equation_registry.csv,X J [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,C_TJ_pore,C_TJ_pore,C_TJ_pore,C Tj Pore,1,pore-occupied TJ fraction,,results/equation_functional_form_audit/equation_registry.csv,C Tj Pore [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,C_TJ_constraint,C_TJ_constraint,C_TJ_constraint,C Tj Constraint,1,structural constraint fraction,,results/equation_functional_form_audit/equation_registry.csv,C Tj Constraint [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,C_TJ_relaxed,C_TJ_relaxed,C_TJ_relaxed,C Tj Relaxed,1,relaxed TJ fraction,,results/equation_functional_form_audit/equation_registry.csv,C Tj Relaxed [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,C_TJ_pinned,C_TJ_pinned,C_TJ_pinned,C Tj Pinned,1,pinned TJ fraction,,results/equation_functional_form_audit/equation_registry.csv,C Tj Pinned [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Lambda_TJ,Lambda_TJ,Lambda_TJ,Lambda Tj,1,expected TJ events,,results/equation_functional_form_audit/equation_registry.csv,Lambda Tj [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,K_TJ,K_TJ,K_TJ,K Tj,1,required TJ events,,results/equation_functional_form_audit/equation_registry.csv,K Tj [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,P_comp_TJ,P_comp_TJ,P_comp_TJ,P Comp Tj,1,TJ completion probability,,results/equation_functional_form_audit/equation_registry.csv,P Comp Tj [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,R_J,R_J,R_J,R J,1,persistent drag,,results/equation_functional_form_audit/equation_registry.csv,R J [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Gamma,Gamma,Gamma,Gamma,1,migration multiplier,,results/equation_functional_form_audit/equation_registry.csv,Gamma [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,J_PR,J_PR,J_PR,J Pr,s^-1,PR redistribution rate,,results/equation_functional_form_audit/equation_registry.csv,J Pr [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,H_dens,H_dens,H_dens,H Dens,s^-1,densification hazard,PR-07,results/equation_functional_form_audit/equation_registry.csv,H Dens [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,H_PR,H_PR,H_PR,H Pr,s^-1,PR hazard,PR-07,results/equation_functional_form_audit/equation_registry.csv,H Pr [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,w_dens,w_dens,w_dens,W Dens,1,densification weight,,results/equation_functional_form_audit/equation_registry.csv,W Dens [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,w_PR,w_PR,w_PR,W Pr,1,PR weight,,results/equation_functional_form_audit/equation_registry.csv,W Pr [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,A_closed,A_closed,A_closed,A Closed,1,available closed accommodation,,results/equation_functional_form_audit/equation_registry.csv,A Closed [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,A_cap,A_cap,A_cap,A Cap,1,accommodation capacity,,results/equation_functional_form_audit/equation_registry.csv,A Cap [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,tau_A,tau_A,tau_A,Tau A,s,accommodation recovery time,,results/equation_functional_form_audit/equation_registry.csv,Tau A [s]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,gas_ratio,gas_ratio,gas_ratio,Gas Ratio,1,gas/sintering-pressure proxy,,results/equation_functional_form_audit/equation_registry.csv,Gas Ratio [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,rho_dot_open,rho_dot_open,rho_dot_open,Rho Dot Open,s^-1,open-pore density rate,,results/equation_functional_form_audit/equation_registry.csv,Rho Dot Open [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,rho_dot_closed,rho_dot_closed,rho_dot_closed,Rho Dot Closed,s^-1,closed-pore density rate,,results/equation_functional_form_audit/equation_registry.csv,Rho Dot Closed [s^-1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,R_fast,R_fast,R_fast,Matched-density reference/fast grain-size ratio,1,matched-density grain ratio,,results/equation_functional_form_audit/equation_registry.csv,Matched-density reference/fast grain-size ratio [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,g_2,g_2,g_2,G 2,1,second-step growth fraction,,results/equation_functional_form_audit/equation_registry.csv,G 2 [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Delta_rho,Delta_rho,Delta_rho,Delta Rho,1,continuous attained density span,,results/equation_functional_form_audit/equation_registry.csv,Delta Rho [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,Theta_nuc,Theta_nuc,Theta_nuc,Theta Nuc,1,nucleation dominance,,results/equation_functional_form_audit/equation_registry.csv,Theta Nuc [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,S_closed_growth,S_closed_growth,S_closed_growth,S Closed Growth,1,closed/growth selectivity,,results/equation_functional_form_audit/equation_registry.csv,S Closed Growth [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,M_PR_closed,M_PR_closed,M_PR_closed,M Pr Closed,1,PR-closed screening proxy,,results/equation_functional_form_audit/equation_registry.csv,M Pr Closed [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,sigma_j,sigma_j,sigma_j,Sigma J,normalized proxy,local residual-stress value in region j,LR-02,results/equation_functional_form_audit/equation_registry.csv,Sigma J [normalized proxy]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,phi_tot,phi_tot,phi_tot,Phi Tot,1,total local pore-volume fraction,,results/equation_functional_form_audit/equation_registry.csv,Phi Tot [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,w_j,w_j,w_j,W J,1,normalized local-region statistical weight,,results/equation_functional_form_audit/equation_registry.csv,W J [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,f_fine,f_fine,f_fine,F Fine,1,fine-pore volume fraction,,results/equation_functional_form_audit/equation_registry.csv,F Fine [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,eta_dens,eta_dens,eta_dens,Eta Dens,1,local densification eligibility,,results/equation_functional_form_audit/equation_registry.csv,Eta Dens [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,C_rem,C_rem,C_rem,C Rem,1,connected removable-pore fraction,,results/equation_functional_form_audit/equation_registry.csv,C Rem [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,g_low,g_low,g_low,G Low,1,low-renewal PR gate,,results/equation_functional_form_audit/equation_registry.csv,G Low [1]
Supplement,equation_labels,,diagnostic,equation_audit,results/equation_functional_form_audit/equation_registry.csv,QC equation/variable registry,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Labels derive from audited definitions; proxy quantities retain proxy units/status.,g_top,g_top,g_top,G Top,1,connected fine-pore topology gate,,results/equation_functional_form_audit/equation_registry.csv,G Top [1]
